time_captured,05_unb_raw_accX
1970-01-01 00:00:00.000000539,973.316
1970-01-01 00:00:00.000000540,1371.28
1970-01-01 00:00:00.000000541,556.808
1970-01-01 00:00:00.000000542,-566.934
1970-01-01 00:00:00.000000543,-932.568
1970-01-01 00:00:00.000000544,-1215.486
1970-01-01 00:00:00.000000545,-704.55
1970-01-01 00:00:00.000000546,-381.616
1970-01-01 00:00:00.000000547,760.548
1970-01-01 00:00:00.000000548,1009.062
1970-01-01 00:00:00.000000549,345.016
1970-01-01 00:00:00.000000550,-319.152
1970-01-01 00:00:00.000000551,-850.706
1970-01-01 00:00:00.000000552,-106.75
1970-01-01 00:00:00.000000553,-2.44
1970-01-01 00:00:00.000000554,178.852
1970-01-01 00:00:00.000000555,390.888
1970-01-01 00:00:00.000000556,593.774
1970-01-01 00:00:00.000000557,1503.162
1970-01-01 00:00:00.000000558,1504.138
1970-01-01 00:00:00.000000559,-217.77
1970-01-01 00:00:00.000000560,-1162.05
1970-01-01 00:00:00.000000561,-724.07
1970-01-01 00:00:00.000000562,-1085.678
1970-01-01 00:00:00.000000563,-396.378
1970-01-01 00:00:00.000000564,-18.788
1970-01-01 00:00:00.000000565,754.692
1970-01-01 00:00:00.000000566,1110.932
1970-01-01 00:00:00.000000567,-105.286
1970-01-01 00:00:00.000000568,-407.236
1970-01-01 00:00:00.000000569,-863.15
1970-01-01 00:00:00.000000570,-68.686
1970-01-01 00:00:00.000000571,140.3
1970-01-01 00:00:00.000000572,120.292
1970-01-01 00:00:00.000000573,472.384
1970-01-01 00:00:00.000000574,889.868
1970-01-01 00:00:00.000000575,1349.808
1970-01-01 00:00:00.000000576,1040.416
1970-01-01 00:00:00.000000577,-479.704
1970-01-01 00:00:00.000000578,-1099.708
1970-01-01 00:00:00.000000579,-1075.796
1970-01-01 00:00:00.000000580,-907.802
1970-01-01 00:00:00.000000581,-565.348
1970-01-01 00:00:00.000000582,500.81
1970-01-01 00:00:00.000000583,1261.358
1970-01-01 00:00:00.000000584,911.95
1970-01-01 00:00:00.000000585,-476.41
1970-01-01 00:00:00.000000586,-836.92
1970-01-01 00:00:00.000000587,-726.266
