time_captured,04_out_raw_accX
1970-01-01 00:00:00.000000600,485.316
1970-01-01 00:00:00.000000601,1237.324
1970-01-01 00:00:00.000000602,1121.912
1970-01-01 00:00:00.000000603,-43.066
1970-01-01 00:00:00.000000604,-1100.44
1970-01-01 00:00:00.000000605,-582.672
1970-01-01 00:00:00.000000606,-583.77
1970-01-01 00:00:00.000000607,-797.636
1970-01-01 00:00:00.000000608,-470.676
1970-01-01 00:00:00.000000609,-26.718
1970-01-01 00:00:00.000000610,1151.558
1970-01-01 00:00:00.000000611,675.27
1970-01-01 00:00:00.000000612,-334.768
1970-01-01 00:00:00.000000613,-759.084
1970-01-01 00:00:00.000000614,-286.456
1970-01-01 00:00:00.000000615,-472.75
1970-01-01 00:00:00.000000616,-494.466
1970-01-01 00:00:00.000000617,-150.06
1970-01-01 00:00:00.000000618,53.68
1970-01-01 00:00:00.000000619,953.674
1970-01-01 00:00:00.000000620,1213.29
1970-01-01 00:00:00.000000621,655.384
1970-01-01 00:00:00.000000622,-436.638
1970-01-01 00:00:00.000000623,-531.188
1970-01-01 00:00:00.000000624,-688.324
1970-01-01 00:00:00.000000625,-688.324
1970-01-01 00:00:00.000000626,-358.314
1970-01-01 00:00:00.000000627,126.514
1970-01-01 00:00:00.000000628,746.152
1970-01-01 00:00:00.000000629,1230.614
1970-01-01 00:00:00.000000630,235.46
1970-01-01 00:00:00.000000631,-832.528
1970-01-01 00:00:00.000000632,-805.444
1970-01-01 00:00:00.000000633,-201.544
1970-01-01 00:00:00.000000634,-189.466
1970-01-01 00:00:00.000000635,-247.538
1970-01-01 00:00:00.000000636,-111.996
1970-01-01 00:00:00.000000637,148.596
1970-01-01 00:00:00.000000638,981.124
