time_captured,04_out_raw_accZ
1970-01-01 00:00:00.000000630,1109.59
1970-01-01 00:00:00.000000631,1104.588
1970-01-01 00:00:00.000000632,922.564
1970-01-01 00:00:00.000000633,30.5
1970-01-01 00:00:00.000000634,885.11
1970-01-01 00:00:00.000000635,750.788
1970-01-01 00:00:00.000000636,978.928
1970-01-01 00:00:00.000000637,1151.558
1970-01-01 00:00:00.000000638,1084.946
1970-01-01 00:00:00.000000639,970.998
1970-01-01 00:00:00.000000640,1296.25
1970-01-01 00:00:00.000000641,806.908
1970-01-01 00:00:00.000000642,217.892
1970-01-01 00:00:00.000000643,743.346
1970-01-01 00:00:00.000000644,925.004
1970-01-01 00:00:00.000000645,1014.308
1970-01-01 00:00:00.000000646,940.376
1970-01-01 00:00:00.000000647,1347.368
1970-01-01 00:00:00.000000648,1248.304
1970-01-01 00:00:00.000000649,917.318
