time_captured,02_on_raw_accX
1970-01-01 00:00:00.000000548,-837.042
1970-01-01 00:00:00.000000549,-504.47
1970-01-01 00:00:00.000000550,-515.572
1970-01-01 00:00:00.000000551,-556.076
1970-01-01 00:00:00.000000552,-143.838
1970-01-01 00:00:00.000000553,71.858
1970-01-01 00:00:00.000000554,1120.204
1970-01-01 00:00:00.000000555,368.196
1970-01-01 00:00:00.000000556,-421.388
1970-01-01 00:00:00.000000557,-775.554
1970-01-01 00:00:00.000000558,-457.988
1970-01-01 00:00:00.000000559,-467.26
1970-01-01 00:00:00.000000560,-563.884
1970-01-01 00:00:00.000000561,-37.21
1970-01-01 00:00:00.000000562,83.57
1970-01-01 00:00:00.000000563,1241.594
1970-01-01 00:00:00.000000564,206.912
1970-01-01 00:00:00.000000565,-587.43
1970-01-01 00:00:00.000000566,-527.65
1970-01-01 00:00:00.000000567,-330.376
1970-01-01 00:00:00.000000568,-424.926
1970-01-01 00:00:00.000000569,-380.274
1970-01-01 00:00:00.000000570,-119.438
1970-01-01 00:00:00.000000571,355.264
1970-01-01 00:00:00.000000572,1068.476
1970-01-01 00:00:00.000000573,57.828
1970-01-01 00:00:00.000000574,-710.04
1970-01-01 00:00:00.000000575,-677.832
1970-01-01 00:00:00.000000576,-358.68
1970-01-01 00:00:00.000000577,-475.922
1970-01-01 00:00:00.000000578,-453.352
1970-01-01 00:00:00.000000579,-263.886
1970-01-01 00:00:00.000000580,469.456
1970-01-01 00:00:00.000000581,1109.102
1970-01-01 00:00:00.000000582,85.4
1970-01-01 00:00:00.000000583,-879.742
1970-01-01 00:00:00.000000584,-711.26
1970-01-01 00:00:00.000000585,-285.846
1970-01-01 00:00:00.000000586,-479.704
1970-01-01 00:00:00.000000587,-433.832
1970-01-01 00:00:00.000000588,-230.702
1970-01-01 00:00:00.000000589,525.332
1970-01-01 00:00:00.000000590,1213.534
1970-01-01 00:00:00.000000591,1123.986
1970-01-01 00:00:00.000000592,-1045.174
1970-01-01 00:00:00.000000593,-728.584
1970-01-01 00:00:00.000000594,-338.916
1970-01-01 00:00:00.000000595,-426.756
1970-01-01 00:00:00.000000596,-292.8
1970-01-01 00:00:00.000000597,-318.298
1970-01-01 00:00:00.000000598,623.908
1970-01-01 00:00:00.000000599,1292.956
1970-01-01 00:00:00.000000600,988.566
1970-01-01 00:00:00.000000601,-1120.936
1970-01-01 00:00:00.000000602,-652.456
1970-01-01 00:00:00.000000603,-206.668
1970-01-01 00:00:00.000000604,-413.092
1970-01-01 00:00:00.000000605,-176.9
1970-01-01 00:00:00.000000606,-211.426
1970-01-01 00:00:00.000000607,821.06
1970-01-01 00:00:00.000000608,1259.65
1970-01-01 00:00:00.000000609,720.166
1970-01-01 00:00:00.000000610,-994.056
1970-01-01 00:00:00.000000611,-412.36
1970-01-01 00:00:00.000000612,-421.388
1970-01-01 00:00:00.000000613,-481.9
1970-01-01 00:00:00.000000614,-294.752
1970-01-01 00:00:00.000000615,106.506
1970-01-01 00:00:00.000000616,1231.712
1970-01-01 00:00:00.000000617,1243.546
1970-01-01 00:00:00.000000618,-557.662
1970-01-01 00:00:00.000000619,-651.602
1970-01-01 00:00:00.000000620,-214.232
1970-01-01 00:00:00.000000621,-372.466
1970-01-01 00:00:00.000000622,-523.38
1970-01-01 00:00:00.000000623,-154.94
1970-01-01 00:00:00.000000624,198.494
1970-01-01 00:00:00.000000625,1153.876
1970-01-01 00:00:00.000000626,1058.472
1970-01-01 00:00:00.000000627,288.896
1970-01-01 00:00:00.000000628,-534.482
1970-01-01 00:00:00.000000629,-215.696
1970-01-01 00:00:00.000000630,-401.014
1970-01-01 00:00:00.000000631,-531.554
1970-01-01 00:00:00.000000632,-136.152
1970-01-01 00:00:00.000000633,352.58
1970-01-01 00:00:00.000000634,1155.462
