time_captured,07_c75_raw_accX
1970-01-01 00:00:00.000000622,1295.152
1970-01-01 00:00:00.000000623,552.05
1970-01-01 00:00:00.000000624,-282.064
1970-01-01 00:00:00.000000625,-735.538
1970-01-01 00:00:00.000000626,-373.32
1970-01-01 00:00:00.000000627,-232.654
1970-01-01 00:00:00.000000628,130.906
1970-01-01 00:00:00.000000629,362.218
1970-01-01 00:00:00.000000630,536.678
1970-01-01 00:00:00.000000631,1365.18
1970-01-01 00:00:00.000000632,1417.518
1970-01-01 00:00:00.000000633,1.22
1970-01-01 00:00:00.000000634,-897.798
1970-01-01 00:00:00.000000635,-795.684
1970-01-01 00:00:00.000000636,-667.462
1970-01-01 00:00:00.000000637,-995.032
1970-01-01 00:00:00.000000638,-15.86
1970-01-01 00:00:00.000000639,741.76
1970-01-01 00:00:00.000000640,1198.894
1970-01-01 00:00:00.000000641,-174.216
