time_captured,03_cap_raw_accY
1970-01-01 00:00:00.000000579,4.758
1970-01-01 00:00:00.000000580,4.758
1970-01-01 00:00:00.000000581,-9.394
1970-01-01 00:00:00.000000582,140.91
1970-01-01 00:00:00.000000583,-11.834
1970-01-01 00:00:00.000000584,-147.132
1970-01-01 00:00:00.000000585,-380.03
1970-01-01 00:00:00.000000586,-683.322
1970-01-01 00:00:00.000000587,-429.196
1970-01-01 00:00:00.000000588,475.922
1970-01-01 00:00:00.000000589,475.922
1970-01-01 00:00:00.000000590,-68.32
1970-01-01 00:00:00.000000591,-271.694
1970-01-01 00:00:00.000000592,-78.446
1970-01-01 00:00:00.000000593,-165.676
1970-01-01 00:00:00.000000594,-304.268
1970-01-01 00:00:00.000000595,-197.518
1970-01-01 00:00:00.000000596,-508.374
1970-01-01 00:00:00.000000597,272.67
1970-01-01 00:00:00.000000598,272.67
1970-01-01 00:00:00.000000599,291.336
1970-01-01 00:00:00.000000600,19.642
1970-01-01 00:00:00.000000601,-66.246
1970-01-01 00:00:00.000000602,-114.802
1970-01-01 00:00:00.000000603,109.312
1970-01-01 00:00:00.000000604,-133.346
1970-01-01 00:00:00.000000605,-330.498
1970-01-01 00:00:00.000000606,177.266
1970-01-01 00:00:00.000000607,177.266
1970-01-01 00:00:00.000000608,1.952
1970-01-01 00:00:00.000000609,67.954
1970-01-01 00:00:00.000000610,60.878
1970-01-01 00:00:00.000000611,192.516
1970-01-01 00:00:00.000000612,65.27
1970-01-01 00:00:00.000000613,-7.076
1970-01-01 00:00:00.000000614,-284.138
1970-01-01 00:00:00.000000615,-132.858
1970-01-01 00:00:00.000000616,-81.374
1970-01-01 00:00:00.000000617,17.69
1970-01-01 00:00:00.000000618,98.942
1970-01-01 00:00:00.000000619,-274.744
1970-01-01 00:00:00.000000620,119.682
1970-01-01 00:00:00.000000621,141.642
1970-01-01 00:00:00.000000622,-190.686
1970-01-01 00:00:00.000000623,-566.446
1970-01-01 00:00:00.000000624,-163.236
1970-01-01 00:00:00.000000625,626.836
1970-01-01 00:00:00.000000626,242.902
1970-01-01 00:00:00.000000627,-139.446
1970-01-01 00:00:00.000000628,406.992
1970-01-01 00:00:00.000000629,56.242
1970-01-01 00:00:00.000000630,4.88
1970-01-01 00:00:00.000000631,-246.074
1970-01-01 00:00:00.000000632,-200.812
1970-01-01 00:00:00.000000633,-79.056
1970-01-01 00:00:00.000000634,256.932
1970-01-01 00:00:00.000000635,-285.236
1970-01-01 00:00:00.000000636,76.128
1970-01-01 00:00:00.000000637,217.404
1970-01-01 00:00:00.000000638,255.224
1970-01-01 00:00:00.000000639,203.374
1970-01-01 00:00:00.000000640,-71.492
1970-01-01 00:00:00.000000641,-470.92
1970-01-01 00:00:00.000000642,206.546
1970-01-01 00:00:00.000000643,328.058
1970-01-01 00:00:00.000000644,-669.414
